subject_id,classification_id,user_name,T2_1 Set scale (0.5 cm): x1,T2_1 Set scale (0.5 cm): y1,T2_1 Set scale (0.5 cm): x2,T2_1 Set scale (0.5 cm): y2,T2_1 Tegula length: x1,T2_1 Tegula length: y1,T2_1 Tegula length: x2,T2_1 Tegula length: y2,T3_1 Were you able to measure the bee?,catalogNumber,originalFileName,started_at,finished_at,gold_standard,expert,workflow_version,keep
82424883,452974332,kyi0202,1936,846,2386,843,2820,2168,3124,2179,Yes,UCSB-IZC00042088,UCSB-IZC00042088_had_lbs.jpg,25-Nov-2022 18:26:44,25-Nov-2022 18:27:33,,,1.1,
82424955,452974385,kyi0202,2042,740,2455,737,3042,1927,2751,1942,Yes,UCSB-IZC00043703,UCSB-IZC00043703_had_lbs.jpg,25-Nov-2022 18:27:33,25-Nov-2022 18:27:49,,,1.1,
82424878,452974461,kyi0202,2258,775,2710,773,2804,1609,2493,1589,No,UCSB-IZC00042080,UCSB-IZC00042080_had_lbs.jpg,25-Nov-2022 18:27:49,25-Nov-2022 18:28:09,,,1.1,
82424923,452974516,kyi0202,2078,755,2523,753,2769,1841,3065,1833,Yes,UCSB-IZC00042791,UCSB-IZC00042791_had_lbs.jpg,25-Nov-2022 18:28:09,25-Nov-2022 18:28:25,,,1.1,
82424963,452974566,kyi0202,2032,627,2483,625,2833,1308,3031,1289,Yes,UCSB-IZC00044895,UCSB-IZC00044895_had_lbs.jpg,25-Nov-2022 18:28:25,25-Nov-2022 18:28:39,,,1.1,
82424964,452974603,kyi0202,1709,846,2144,840,2263,1549,2631,1544,Yes,UCSB-IZC00047043,UCSB-IZC00047043_had_lbs.jpg,25-Nov-2022 18:28:39,25-Nov-2022 18:28:51,,,1.1,
82424903,452974642,kyi0202,2127,759,2573,758,2589,1799,2922,1787,Yes,UCSB-IZC00042556,UCSB-IZC00042556_had_lbs.jpg,25-Nov-2022 18:28:51,25-Nov-2022 18:29:03,,,1.1,
82424875,452974675,kyi0202,2176,740,2590,733,2539,1930,2823,1935,No,UCSB-IZC00042069,UCSB-IZC00042069_had_lbs.jpg,25-Nov-2022 18:29:03,25-Nov-2022 18:29:17,,,1.1,
82424941,452974707,kyi0202,2068,823,2513,823,2417,2012,2713,2021,Yes,UCSB-IZC00042848,UCSB-IZC00042848_had_lbs.jpg,25-Nov-2022 18:29:17,25-Nov-2022 18:29:30,,,1.1,
82424890,452974743,kyi0202,1668,766,2106,764,2481,1389,2815,1371,Yes,UCSB-IZC00042108,UCSB-IZC00042108_had_lbs.jpg,25-Nov-2022 18:29:30,25-Nov-2022 18:29:43,,,1.1,
82424937,452974865,kyi0202,2327,681,2788,680,2976,1475,3295,1465,Yes,UCSB-IZC00042830,UCSB-IZC00042830_had_lbs.jpg,25-Nov-2022 18:29:43,25-Nov-2022 18:30:31,,,1.1,
82424884,452974898,kyi0202,1572,734,2025,733,2067,1532,2402,1499,Yes,UCSB-IZC00042089,UCSB-IZC00042089_had_lbs.jpg,25-Nov-2022 18:30:31,25-Nov-2022 18:30:45,,,1.1,
82424891,452974928,kyi0202,2167,833,2627,829,2971,2249,2661,2278,Yes,UCSB-IZC00042109,UCSB-IZC00042109_had_lbs.jpg,25-Nov-2022 18:30:45,25-Nov-2022 18:31:00,,,1.1,
82424957,452974957,kyi0202,2055,897,2504,899,2583,2336,2921,2316,Yes,UCSB-IZC00043737,UCSB-IZC00043737_had_lbs.jpg,25-Nov-2022 18:31:00,25-Nov-2022 18:31:11,,,1.1,
82424910,452974995,kyi0202,2334,798,2779,802,3581,2030,3263,2037,Yes,UCSB-IZC00042581,UCSB-IZC00042581_had_lbs.jpg,25-Nov-2022 18:31:11,25-Nov-2022 18:31:25,,,1.1,
82424921,452975019,kyi0202,2066,798,2509,793,2623,2200,2953,2234,No,UCSB-IZC00042782,UCSB-IZC00042782_had_lbs.jpg,25-Nov-2022 18:31:25,25-Nov-2022 18:31:36,,,1.1,
82424963,452975049,kyi0202,2034,631,2477,626,2842,1303,3038,1281,Yes,UCSB-IZC00044895,UCSB-IZC00044895_had_lbs.jpg,25-Nov-2022 18:31:36,25-Nov-2022 18:31:50,,,1.1,
82424870,452975091,kyi0202,3018,281,3468,284,3783,1448,3746,1232,Yes,UCSB-IZC00042037,UCSB-IZC00042037_had_lbs.jpg,25-Nov-2022 18:31:50,25-Nov-2022 18:32:04,,,1.1,
82424960,452975115,kyi0202,1932,818,2370,821,2408,2058,2720,2055,Yes,UCSB-IZC00044259,UCSB-IZC00044259_had_lbs.jpg,25-Nov-2022 18:32:04,25-Nov-2022 18:32:16,,,1.1,
82424916,452975130,kyi0202,2130,830,2581,830,2849,2303,3176,2310,Yes,UCSB-IZC00042597,UCSB-IZC00042597_had_lbs.jpg,25-Nov-2022 18:32:16,25-Nov-2022 18:32:26,,,1.1,
82424880,452975153,kyi0202,2143,771,2582,766,2973,2142,3305,2135,Yes,UCSB-IZC00042085,UCSB-IZC00042085_had_lbs.jpg,25-Nov-2022 18:32:26,25-Nov-2022 18:32:38,,,1.1,
82424886,452975178,kyi0202,2102,371,2551,372,2819,1031,3153,1064,Yes,UCSB-IZC00042091,UCSB-IZC00042091_had_lbs.jpg,25-Nov-2022 18:32:38,25-Nov-2022 18:32:49,,,1.1,
82424951,452975210,kyi0202,2213,706,2617,714,3086,1799,3382,1799,Yes,UCSB-IZC00042942,UCSB-IZC00042942_had_lbs.jpg,25-Nov-2022 18:32:49,25-Nov-2022 18:33:01,,,1.1,
82424896,452975241,kyi0202,2200,817,2649,818,2862,1789,3194,1784,Yes,UCSB-IZC00042463,UCSB-IZC00042463_had_lbs.jpg,25-Nov-2022 18:33:01,25-Nov-2022 18:33:13,,,1.1,
82424878,452975269,kyi0202,2254,780,2709,781,2510,1595,2827,1600,Yes,UCSB-IZC00042080,UCSB-IZC00042080_had_lbs.jpg,25-Nov-2022 18:33:13,25-Nov-2022 18:33:24,,,1.1,
82424956,452975302,kyi0202,2251,866,2662,872,2841,1995,3135,2000,Yes,UCSB-IZC00043723,UCSB-IZC00043723_had_lbs.jpg,25-Nov-2022 18:33:24,25-Nov-2022 18:33:37,,,1.1,
82424877,452975348,kyi0202,1797,741,2212,745,2302,1878,2603,1869,Yes,UCSB-IZC00042078,UCSB-IZC00042078_had_lbs.jpg,25-Nov-2022 18:33:37,25-Nov-2022 18:33:57,,,1.1,
82424885,452975381,kyi0202,2119,437,2547,436,3136,1637,3495,1617,Yes,UCSB-IZC00042090,UCSB-IZC00042090_had_lbs.jpg,25-Nov-2022 18:33:57,25-Nov-2022 18:34:12,,,1.1,
82424897,452975420,kyi0202,2319,901,2773,907,3009,1947,3309,1922,Yes,UCSB-IZC00042497,UCSB-IZC00042497_had_lbs.jpg,25-Nov-2022 18:34:12,25-Nov-2022 18:34:26,,,1.1,
82424906,452975455,kyi0202,2268,632,2731,629,3110,2165,3436,2131,Yes,UCSB-IZC00042570,UCSB-IZC00042570_had_lbs.jpg,25-Nov-2022 18:34:26,25-Nov-2022 18:34:38,,,1.1,
82424902,452975496,kyi0202,1744,731,2198,729,2513,2169,2834,2162,No,UCSB-IZC00042552,UCSB-IZC00042552_had_lbs.jpg,25-Nov-2022 18:34:38,25-Nov-2022 18:34:51,,,1.1,
82424869,452975540,kyi0202,2044,874,2505,877,2890,2328,3230,2311,Yes,UCSB-IZC00041997,UCSB-IZC00041997_had_lbs.jpg,25-Nov-2022 18:34:51,25-Nov-2022 18:35:06,,,1.1,
82424870,452975585,kyi0202,3021,272,3477,274,3797,1451,3737,1220,Yes,UCSB-IZC00042037,UCSB-IZC00042037_had_lbs.jpg,25-Nov-2022 18:35:06,25-Nov-2022 18:35:21,,,1.1,
82424932,452975625,kyi0202,2154,665,2607,668,2735,1342,3048,1298,Yes,UCSB-IZC00042820,UCSB-IZC00042820_had_lbs.jpg,25-Nov-2022 18:35:21,25-Nov-2022 18:35:36,,,1.1,
82424878,452975655,kyi0202,2262,776,2705,776,2473,1564,2818,1606,No,UCSB-IZC00042080,UCSB-IZC00042080_had_lbs.jpg,25-Nov-2022 18:35:36,25-Nov-2022 18:35:46,,,1.1,
82424885,452975693,kyi0202,2112,438,2559,443,3149,1631,3475,1627,Yes,UCSB-IZC00042090,UCSB-IZC00042090_had_lbs.jpg,25-Nov-2022 18:35:46,25-Nov-2022 18:35:59,,,1.1,
82424872,452975718,kyi0202,2097,718,2520,721,2725,1744,3041,1751,Yes,UCSB-IZC00042063,UCSB-IZC00042063_had_lbs.jpg,25-Nov-2022 18:35:59,25-Nov-2022 18:36:11,,,1.1,
82424914,452975752,kyi0202,1882,709,2331,707,2921,1710,3250,1731,Yes,UCSB-IZC00042593,UCSB-IZC00042593_had_lbs.jpg,25-Nov-2022 18:36:11,25-Nov-2022 18:36:24,,,1.1,
82424898,452975787,kyi0202,2291,881,2747,882,2867,2112,3160,2087,Yes,UCSB-IZC00042530,UCSB-IZC00042530_had_lbs.jpg,25-Nov-2022 18:36:24,25-Nov-2022 18:36:36,,,1.1,
82424924,452975827,kyi0202,1865,652,2330,647,2397,1671,2747,1672,Yes,UCSB-IZC00042798,UCSB-IZC00042798_had_lbs.jpg,25-Nov-2022 18:36:36,25-Nov-2022 18:36:48,,,1.1,
82424900,452975876,kyi0202,2278,781,2723,778,2652,2173,2962,2204,Yes,UCSB-IZC00042550,UCSB-IZC00042550_had_lbs.jpg,25-Nov-2022 18:36:48,25-Nov-2022 18:37:03,,,1.1,
82424927,452975918,kyi0202,1777,662,2225,664,2259,1697,2552,1716,Yes,UCSB-IZC00042808,UCSB-IZC00042808_had_lbs.jpg,25-Nov-2022 18:37:03,25-Nov-2022 18:37:16,,,1.1,
82424879,452975963,kyi0202,1826,761,2235,762,2413,1819,2729,1816,Yes,UCSB-IZC00042081,UCSB-IZC00042081_had_lbs.jpg,25-Nov-2022 18:37:16,25-Nov-2022 18:37:29,,,1.1,
82424965,452976007,kyi0202,1713,845,2158,845,2370,1908,2754,1891,Yes,UCSB-IZC00047055,UCSB-IZC00047055_had_lbs.jpg,25-Nov-2022 18:37:29,25-Nov-2022 18:37:40,,,1.1,
82424904,452976043,kyi0202,2143,771,2598,767,3074,2099,3353,2096,Yes,UCSB-IZC00042561,UCSB-IZC00042561_had_lbs.jpg,25-Nov-2022 18:37:40,25-Nov-2022 18:37:52,,,1.1,
82424881,452976085,kyi0202,2162,840,2609,850,2579,1928,2909,1864,No,UCSB-IZC00042086,UCSB-IZC00042086_had_lbs.jpg,25-Nov-2022 18:37:52,25-Nov-2022 18:38:08,,,1.1,
82424876,452976115,kyi0202,2026,764,2468,766,2707,1507,3025,1458,Yes,UCSB-IZC00042075,UCSB-IZC00042075_had_lbs.jpg,25-Nov-2022 18:38:08,25-Nov-2022 18:38:20,,,1.1,
82424963,452976141,kyi0202,2035,639,2483,632,2824,1312,3040,1297,Yes,UCSB-IZC00044895,UCSB-IZC00044895_had_lbs.jpg,25-Nov-2022 18:38:20,25-Nov-2022 18:38:34,,,1.1,
82424941,452976172,kyi0202,2068,824,2513,822,2397,2036,2730,2044,Yes,UCSB-IZC00042848,UCSB-IZC00042848_had_lbs.jpg,25-Nov-2022 18:38:34,25-Nov-2022 18:38:45,,,1.1,
82424926,452976226,kyi0202,1923,739,2371,738,3014,2667,3309,2677,No,UCSB-IZC00042806,UCSB-IZC00042806_had_lbs.jpg,25-Nov-2022 18:38:45,25-Nov-2022 18:39:04,,,1.1,
82424963,452976266,kyi0202,2031,644,2479,650,2829,1306,3036,1290,Yes,UCSB-IZC00044895,UCSB-IZC00044895_had_lbs.jpg,25-Nov-2022 18:39:04,25-Nov-2022 18:39:21,,,1.1,
82424911,452976287,kyi0202,2261,878,2703,875,2891,2066,3222,2059,Yes,UCSB-IZC00042585,UCSB-IZC00042585_had_lbs.jpg,25-Nov-2022 18:39:21,25-Nov-2022 18:39:31,,,1.1,
82424905,452976314,kyi0202,1806,762,2205,751,2432,1867,2731,1830,Yes,UCSB-IZC00042562,UCSB-IZC00042562_had_lbs.jpg,25-Nov-2022 18:39:31,25-Nov-2022 18:39:42,,,1.1,
82424952,452976339,kyi0202,2203,897,2619,894,2516,1647,2808,1649,Yes,UCSB-IZC00043223,UCSB-IZC00043223_had_lbs.jpg,25-Nov-2022 18:39:42,25-Nov-2022 18:39:52,,,1.1,
82424940,452976359,kyi0202,1714,799,2151,794,2228,2254,2627,2243,Yes,UCSB-IZC00042842,UCSB-IZC00042842_had_lbs.jpg,25-Nov-2022 18:39:52,25-Nov-2022 18:40:03,,,1.1,
82424921,452976386,kyi0202,2064,799,2516,804,2635,2223,2936,2232,No,UCSB-IZC00042782,UCSB-IZC00042782_had_lbs.jpg,25-Nov-2022 18:40:03,25-Nov-2022 18:40:14,,,1.1,
82424874,452976427,kyi0202,2055,885,2505,890,2392,2140,2692,2174,Yes,UCSB-IZC00042068,UCSB-IZC00042068_had_lbs.jpg,25-Nov-2022 18:40:14,25-Nov-2022 18:40:27,,,1.1,
82424961,452976482,kyi0202,2055,889,2496,890,2696,2201,3012,2227,Yes,UCSB-IZC00044260,UCSB-IZC00044260_had_lbs.jpg,25-Nov-2022 18:40:27,25-Nov-2022 18:40:41,,,1.1,
82424912,452976538,kyi0202,2239,657,2680,652,3004,1911,3325,1907,No,UCSB-IZC00042587,UCSB-IZC00042587_had_lbs.jpg,25-Nov-2022 18:40:41,25-Nov-2022 18:40:52,,,1.1,
82424931,452976585,kyi0202,2080,650,2515,646,2480,1781,2811,1764,Yes,UCSB-IZC00042818,UCSB-IZC00042818_had_lbs.jpg,25-Nov-2022 18:40:52,25-Nov-2022 18:41:05,,,1.1,
82424896,452976635,kyi0202,2201,819,2646,819,2858,1815,3205,1795,Yes,UCSB-IZC00042463,UCSB-IZC00042463_had_lbs.jpg,25-Nov-2022 18:41:05,25-Nov-2022 18:41:18,,,1.1,
82424879,452976691,kyi0202,1826,765,2233,765,2421,1823,2724,1825,Yes,UCSB-IZC00042081,UCSB-IZC00042081_had_lbs.jpg,25-Nov-2022 18:41:18,25-Nov-2022 18:41:32,,,1.1,
82424960,452976733,kyi0202,1933,809,2370,808,2414,2054,2717,2047,Yes,UCSB-IZC00044259,UCSB-IZC00044259_had_lbs.jpg,25-Nov-2022 18:41:32,25-Nov-2022 18:41:43,,,1.1,
82424947,452976771,kyi0202,1774,825,2218,822,2404,2092,2710,2092,Yes,UCSB-IZC00042892,UCSB-IZC00042892_had_lbs.jpg,25-Nov-2022 18:41:43,25-Nov-2022 18:41:54,,,1.1,
82424950,452976805,kyi0202,2284,793,2734,791,2876,1972,3204,1989,Yes,UCSB-IZC00042930,UCSB-IZC00042930_had_lbs.jpg,25-Nov-2022 18:41:54,25-Nov-2022 18:42:05,,,1.1,
82424942,452976837,kyi0202,2031,808,2437,806,2790,1559,3098,1543,Yes,UCSB-IZC00042852,UCSB-IZC00042852_had_lbs.jpg,25-Nov-2022 18:42:05,25-Nov-2022 18:42:16,,,1.1,
82424889,452976876,kyi0202,1694,834,2140,834,2533,2389,2207,2337,Yes,UCSB-IZC00042107,UCSB-IZC00042107_had_lbs.jpg,25-Nov-2022 18:42:16,25-Nov-2022 18:42:29,,,1.1,
82424924,452976907,kyi0202,1872,649,2304,646,2392,1674,2731,1646,Yes,UCSB-IZC00042798,UCSB-IZC00042798_had_lbs.jpg,25-Nov-2022 18:42:29,25-Nov-2022 18:42:41,,,1.1,
82424909,452976943,kyi0202,2086,660,2538,662,2915,1940,3230,1889,Yes,UCSB-IZC00042578,UCSB-IZC00042578_had_lbs.jpg,25-Nov-2022 18:42:41,25-Nov-2022 18:42:55,,,1.1,
82424918,452976974,kyi0202,1735,690,2200,692,2336,1795,2678,1788,Yes,UCSB-IZC00042600,UCSB-IZC00042600_had_lbs.jpg,25-Nov-2022 18:42:55,25-Nov-2022 18:43:07,,,1.1,
82424965,452977008,kyi0202,1715,847,2151,851,2349,1910,2712,1890,Yes,UCSB-IZC00047055,UCSB-IZC00047055_had_lbs.jpg,25-Nov-2022 18:43:07,25-Nov-2022 18:43:18,,,1.1,
82424888,452977038,kyi0202,2148,795,2591,793,3127,1840,3427,1821,Yes,UCSB-IZC00042102,UCSB-IZC00042102_had_lbs.jpg,25-Nov-2022 18:43:18,25-Nov-2022 18:43:29,,,1.1,
82424925,452977077,kyi0202,1874,755,2329,751,2489,1433,2807,1456,Yes,UCSB-IZC00042803,UCSB-IZC00042803_had_lbs.jpg,25-Nov-2022 18:43:29,25-Nov-2022 18:43:42,,,1.1,
82424895,452977110,kyi0202,2092,916,2543,916,2565,2001,2888,1987,Yes,UCSB-IZC00042434,UCSB-IZC00042434_had_lbs.jpg,25-Nov-2022 18:43:42,25-Nov-2022 18:43:54,,,1.1,
82424953,452977144,kyi0202,1606,855,2047,849,2287,1970,2681,1981,No,UCSB-IZC00043619,UCSB-IZC00043619_had_lbs.jpg,25-Nov-2022 18:43:54,25-Nov-2022 18:44:09,,,1.1,
82424922,452977179,kyi0202,2093,731,2530,731,3102,1942,3427,1938,No,UCSB-IZC00042784,UCSB-IZC00042784_had_lbs.jpg,25-Nov-2022 18:44:09,25-Nov-2022 18:44:21,,,1.1,
82424946,452977221,kyi0202,2080,754,2517,750,2504,1649,2821,1651,Yes,UCSB-IZC00042888,UCSB-IZC00042888_had_lbs.jpg,25-Nov-2022 18:44:21,25-Nov-2022 18:44:34,,,1.1,
82424878,452977265,kyi0202,2263,781,2711,778,2508,1610,2809,1610,Yes,UCSB-IZC00042080,UCSB-IZC00042080_had_lbs.jpg,25-Nov-2022 18:44:34,25-Nov-2022 18:44:46,,,1.1,
82424957,452977307,kyi0202,2062,901,2506,899,2569,2320,2924,2331,Yes,UCSB-IZC00043737,UCSB-IZC00043737_had_lbs.jpg,25-Nov-2022 18:44:46,25-Nov-2022 18:44:59,,,1.1,
82424889,452977348,kyi0202,1693,820,2140,815,2191,2369,2533,2403,Yes,UCSB-IZC00042107,UCSB-IZC00042107_had_lbs.jpg,25-Nov-2022 18:44:59,25-Nov-2022 18:45:17,,,1.1,
82424920,452977371,kyi0202,2054,889,2501,889,2598,1803,2906,1812,Yes,UCSB-IZC00042691,UCSB-IZC00042691_had_lbs.jpg,25-Nov-2022 18:45:17,25-Nov-2022 18:45:28,,,1.1,
82424962,452977395,kyi0202,1652,790,2090,786,2226,1793,2678,1795,Yes,UCSB-IZC00044651,UCSB-IZC00044651_had_lbs.jpg,25-Nov-2022 18:45:28,25-Nov-2022 18:45:39,,,1.1,
82424914,452977413,kyi0202,1883,725,2341,719,2933,1700,3240,1721,Yes,UCSB-IZC00042593,UCSB-IZC00042593_had_lbs.jpg,25-Nov-2022 18:45:39,25-Nov-2022 18:45:50,,,1.1,
82424886,452977441,kyi0202,2104,373,2564,361,2828,1056,3133,1085,No,UCSB-IZC00042091,UCSB-IZC00042091_had_lbs.jpg,25-Nov-2022 18:45:50,25-Nov-2022 18:46:04,,,1.1,
82424961,452977462,kyi0202,2057,879,2501,884,2698,2204,3002,2222,Yes,UCSB-IZC00044260,UCSB-IZC00044260_had_lbs.jpg,25-Nov-2022 18:46:04,25-Nov-2022 18:46:17,,,1.1,
82424869,452977487,kyi0202,2055,880,2503,877,2911,2345,3225,2312,Yes,UCSB-IZC00041997,UCSB-IZC00041997_had_lbs.jpg,25-Nov-2022 18:46:17,25-Nov-2022 18:46:29,,,1.1,
82424906,452977503,kyi0202,2278,643,2715,642,3122,2155,3434,2127,Yes,UCSB-IZC00042570,UCSB-IZC00042570_had_lbs.jpg,25-Nov-2022 18:46:29,25-Nov-2022 18:46:41,,,1.1,
82424940,452977532,kyi0202,1712,791,2154,788,2244,2270,2633,2250,Yes,UCSB-IZC00042842,UCSB-IZC00042842_had_lbs.jpg,25-Nov-2022 18:46:41,25-Nov-2022 18:46:55,,,1.1,
82424871,452977560,kyi0202,2090,824,2541,814,2654,1407,2958,1401,Yes,UCSB-IZC00042061,UCSB-IZC00042061_had_lbs.jpg,25-Nov-2022 18:46:55,25-Nov-2022 18:47:07,,,1.1,
82424940,452977591,kyi0202,1711,796,2157,796,2240,2262,2620,2255,Yes,UCSB-IZC00042842,UCSB-IZC00042842_had_lbs.jpg,25-Nov-2022 18:47:07,25-Nov-2022 18:47:19,,,1.1,
82424915,452978599,kyi0202,1837,620,2280,622,2611,1824,2919,1831,Yes,UCSB-IZC00042594,UCSB-IZC00042594_had_lbs.jpg,25-Nov-2022 18:47:19,25-Nov-2022 18:53:36,,,1.1,
82424944,452978649,kyi0202,2260,784,2709,784,2586,1469,2873,1452,Yes,UCSB-IZC00042870,UCSB-IZC00042870_had_lbs.jpg,25-Nov-2022 18:53:36,25-Nov-2022 18:53:50,,,1.1,
82424935,452978691,kyi0202,2113,749,2543,745,2995,1719,3304,1727,No,UCSB-IZC00042827,UCSB-IZC00042827_had_lbs.jpg,25-Nov-2022 18:53:50,25-Nov-2022 18:54:02,,,1.1,
82424904,452978738,kyi0202,2147,782,2582,784,3079,2100,3387,2085,Yes,UCSB-IZC00042561,UCSB-IZC00042561_had_lbs.jpg,25-Nov-2022 18:54:02,25-Nov-2022 18:54:14,,,1.1,
82424923,452978779,kyi0202,2087,765,2521,768,2765,1900,3074,1851,No,UCSB-IZC00042791,UCSB-IZC00042791_had_lbs.jpg,25-Nov-2022 18:54:14,25-Nov-2022 18:54:25,,,1.1,
82424877,452978820,kyi0202,1802,751,2213,749,2308,1912,2592,1882,Yes,UCSB-IZC00042078,UCSB-IZC00042078_had_lbs.jpg,25-Nov-2022 18:54:25,25-Nov-2022 18:54:37,,,1.1,
82424909,452978911,kyi0202,2089,662,2529,664,2898,1924,3234,1904,Yes,UCSB-IZC00042578,UCSB-IZC00042578_had_lbs.jpg,25-Nov-2022 18:54:37,25-Nov-2022 18:55:03,,,1.1,
82424898,452978935,kyi0202,2293,882,2729,880,2860,2073,3174,2068,No,UCSB-IZC00042530,UCSB-IZC00042530_had_lbs.jpg,25-Nov-2022 18:55:03,25-Nov-2022 18:55:14,,,1.1,
82424939,452978991,kyi0202,2258,782,2684,783,2756,1537,3050,1537,Yes,UCSB-IZC00042832,UCSB-IZC00042832_had_lbs.jpg,25-Nov-2022 18:55:14,25-Nov-2022 18:55:38,,,1.1,
82424892,452979031,kyi0202,2252,772,2706,771,2994,1368,3308,1400,Yes,UCSB-IZC00042117,UCSB-IZC00042117_had_lbs.jpg,25-Nov-2022 18:55:38,25-Nov-2022 18:55:54,,,1.1,
82424961,452979082,kyi0202,2051,880,2501,880,3005,2224,2684,2185,Yes,UCSB-IZC00044260,UCSB-IZC00044260_had_lbs.jpg,25-Nov-2022 18:55:54,25-Nov-2022 18:56:09,,,1.1,
82424879,452979122,kyi0202,1818,763,2234,767,2421,1810,2726,1815,Yes,UCSB-IZC00042081,UCSB-IZC00042081_had_lbs.jpg,25-Nov-2022 18:56:09,25-Nov-2022 18:56:21,,,1.1,
82424951,452979163,kyi0202,2215,703,2629,706,3087,1784,3387,1790,Yes,UCSB-IZC00042942,UCSB-IZC00042942_had_lbs.jpg,25-Nov-2022 18:56:21,25-Nov-2022 18:56:34,,,1.1,
82424876,452979201,kyi0202,2032,760,2469,761,2713,1487,3023,1484,Yes,UCSB-IZC00042075,UCSB-IZC00042075_had_lbs.jpg,25-Nov-2022 18:56:34,25-Nov-2022 18:56:47,,,1.1,
82424910,452979244,kyi0202,2336,793,2785,791,3276,2075,3588,2065,Yes,UCSB-IZC00042581,UCSB-IZC00042581_had_lbs.jpg,25-Nov-2022 18:56:47,25-Nov-2022 18:57:01,,,1.1,
82424938,452979294,kyi0202,2081,636,2528,640,2521,2132,2830,2132,Yes,UCSB-IZC00042831,UCSB-IZC00042831_had_lbs.jpg,25-Nov-2022 18:57:01,25-Nov-2022 18:57:12,,,1.1,
82424932,452979332,kyi0202,2152,673,2599,681,2734,1346,3059,1315,Yes,UCSB-IZC00042820,UCSB-IZC00042820_had_lbs.jpg,25-Nov-2022 18:57:12,25-Nov-2022 18:57:22,,,1.1,
82424908,452979365,kyi0202,1850,637,2283,640,2270,1798,2588,1792,Yes,UCSB-IZC00042577,UCSB-IZC00042577_had_lbs.jpg,25-Nov-2022 18:57:22,25-Nov-2022 18:57:33,,,1.1,
82424913,452979397,kyi0202,1834,571,2269,573,2167,1298,2502,1286,Yes,UCSB-IZC00042588,UCSB-IZC00042588_had_lbs.jpg,25-Nov-2022 18:57:34,25-Nov-2022 18:57:45,,,1.1,
82424908,452979425,kyi0202,1850,629,2280,629,2272,1817,2612,1801,Yes,UCSB-IZC00042577,UCSB-IZC00042577_had_lbs.jpg,25-Nov-2022 18:57:45,25-Nov-2022 18:57:56,,,1.1,
82424960,452979452,kyi0202,1939,821,2377,820,2409,2062,2725,2060,Yes,UCSB-IZC00044259,UCSB-IZC00044259_had_lbs.jpg,25-Nov-2022 18:57:56,25-Nov-2022 18:58:08,,,1.1,
82424939,452979477,kyi0202,2251,778,2687,778,2746,1549,3048,1559,Yes,UCSB-IZC00042832,UCSB-IZC00042832_had_lbs.jpg,25-Nov-2022 18:58:08,25-Nov-2022 18:58:19,,,1.1,
82424949,452979509,kyi0202,1728,842,2174,840,2767,1559,3084,1553,Yes,UCSB-IZC00042906,UCSB-IZC00042906_had_lbs.jpg,25-Nov-2022 18:58:19,25-Nov-2022 18:58:29,,,1.1,
82424898,452979543,kyi0202,2293,870,2726,870,2871,2086,3166,2077,No,UCSB-IZC00042530,UCSB-IZC00042530_had_lbs.jpg,25-Nov-2022 18:58:29,25-Nov-2022 18:58:40,,,1.1,
82424877,452979581,kyi0202,1804,745,2219,742,2312,1925,2597,1866,Yes,UCSB-IZC00042078,UCSB-IZC00042078_had_lbs.jpg,25-Nov-2022 18:58:40,25-Nov-2022 18:58:54,,,1.1,
82424921,452979618,kyi0202,2071,798,2513,806,2630,2215,2917,2243,No,UCSB-IZC00042782,UCSB-IZC00042782_had_lbs.jpg,25-Nov-2022 18:58:54,25-Nov-2022 18:59:08,,,1.1,
82424963,452979695,kyi0202,2032,627,2487,634,2828,1307,3040,1294,Yes,UCSB-IZC00044895,UCSB-IZC00044895_had_lbs.jpg,25-Nov-2022 18:59:08,25-Nov-2022 18:59:35,,,1.1,
82424942,452979733,kyi0202,2021,805,2431,810,2801,1557,3099,1545,Yes,UCSB-IZC00042852,UCSB-IZC00042852_had_lbs.jpg,25-Nov-2022 18:59:35,25-Nov-2022 18:59:47,,,1.1,
82424941,452979767,kyi0202,2074,822,2521,819,2404,2026,2737,2054,Yes,UCSB-IZC00042848,UCSB-IZC00042848_had_lbs.jpg,25-Nov-2022 18:59:47,25-Nov-2022 18:59:59,,,1.1,
82424916,452979791,kyi0202,2140,840,2598,835,2861,2309,3170,2293,Yes,UCSB-IZC00042597,UCSB-IZC00042597_had_lbs.jpg,25-Nov-2022 18:59:59,25-Nov-2022 19:00:10,,,1.1,
82424955,452979818,kyi0202,2049,740,2461,743,2771,1960,3052,1960,Yes,UCSB-IZC00043703,UCSB-IZC00043703_had_lbs.jpg,25-Nov-2022 19:00:10,25-Nov-2022 19:00:22,,,1.1,
82424925,452979851,kyi0202,1880,755,2327,753,2493,1466,2816,1491,Yes,UCSB-IZC00042803,UCSB-IZC00042803_had_lbs.jpg,25-Nov-2022 19:00:22,25-Nov-2022 19:00:35,,,1.1,
82424880,452979872,kyi0202,2142,767,2589,765,2964,2141,3308,2131,Yes,UCSB-IZC00042085,UCSB-IZC00042085_had_lbs.jpg,25-Nov-2022 19:00:35,25-Nov-2022 19:00:48,,,1.1,
82424871,452979907,kyi0202,2094,831,2536,821,2644,1415,2963,1408,Yes,UCSB-IZC00042061,UCSB-IZC00042061_had_lbs.jpg,25-Nov-2022 19:00:48,25-Nov-2022 19:01:00,,,1.1,
