subject_id,T2_1 Set scale (0.5 cm): pixel_length,T2_1 Set scale (0.5 cm): x1,T2_1 Set scale (0.5 cm): x2,T2_1 Set scale (0.5 cm): y1,T2_1 Set scale (0.5 cm): y2,T2_1 Tegula length: length cm,T2_1 Tegula length: pixel_length,T2_1 Tegula length: x1,T2_1 Tegula length: x2,T2_1 Tegula length: y1,T2_1 Tegula length: y2,T3_1 Were you able to measure the bee?,genus,catalogNumber,scientificName,specificEpithet,originalFilename,subspecificEpithet
75823238,247.0,2058,2305,565,564,0.24,117.11,2224,2341,1513,1518,Yes,Hesperapis,EMEC1750992,Hesperapis regularis,regularis,EMEC1750992 Hesperapis regularis.jpg,
75823242,51.01,2088,2139,572,571,1.01,103.41,2184,2286,1561,1544,Yes,Hesperapis,EMEC1750993,Hesperapis regularis,regularis,EMEC1750993 Hesperapis regularis.jpg,
75823245,250.0,2039,2289,565,566,0.22,107.94,2166,2271,1461,1436,Yes,Hesperapis,EMEC1750994,Hesperapis regularis,regularis,EMEC1750994 Hesperapis regularis.jpg,
75823256,251.0,2054,2305,540,539,0.2,98.0,2233,2331,1476,1476,Yes,Hesperapis,EMEC1750995,Hesperapis regularis,regularis,EMEC1750995 Hesperapis regularis.jpg,
75823260,251.0,2053,2304,563,562,0.2,102.18,2212,2314,1609,1615,Yes,Hesperapis,EMEC1750996,Hesperapis regularis,regularis,EMEC1750996 Hesperapis regularis.jpg,
75823266,151.0,2087,2238,535,536,0.22,65.12,2266,2331,1544,1540,Yes,Hesperapis,EMEC1750997,Hesperapis regularis,regularis,EMEC1750997 Hesperapis regularis.jpg,
75823270,250.0,2054,2304,566,566,0.18,91.79,2205,2296,1538,1550,Yes,Hesperapis,EMEC1750998,Hesperapis regularis,regularis,EMEC1750998 Hesperapis regularis.jpg,
75823274,245.0,2038,2283,562,561,0.19,95.52,2245,2339,1470,1487,Yes,Hesperapis,EMEC1750999,Hesperapis regularis,regularis,EMEC1750999 Hesperapis regularis.jpg,
75823279,150.01,1986,2136,568,566,0.34,103.0,2125,2228,1628,1629,Yes,Hesperapis,EMEC1751000,Hesperapis regularis,regularis,EMEC1751000 Hesperapis regularis.jpg,
75823283,245.0,1947,2192,574,574,0.18,88.02,2173,2261,1590,1592,Yes,Hesperapis,EMEC1751001,Hesperapis regularis,regularis,EMEC1751001 Hesperapis regularis.jpg,
75823286,243.01,1946,2189,583,581,0.21,103.08,2120,2220,1562,1537,Yes,Hesperapis,EMEC1751002,Hesperapis regularis,regularis,EMEC1751002 Hesperapis regularis.jpg,
75823290,248.01,1945,2193,590,588,0.2,101.43,2155,2255,1582,1565,Yes,Hesperapis,EMEC1751003,Hesperapis regularis,regularis,EMEC1751003 Hesperapis regularis.jpg,
75823293,240.0,2267,2507,607,608,0.22,106.02,2214,2320,1640,1642,Yes,Hesperapis,EMEC1751004,Hesperapis regularis,regularis,EMEC1751004 Hesperapis regularis.jpg,
75823298,245.02,2049,2294,974,977,0.22,106.0,2231,2337,1936,1936,Yes,Hesperapis,EMEC1751005,Hesperapis regularis,regularis,EMEC1751005 Hesperapis regularis.jpg,
75823301,252.0,1950,2202,553,553,0.21,108.04,2129,2237,1475,1472,Yes,Hesperapis,EMEC1751006,Hesperapis regularis,regularis,EMEC1751006 Hesperapis regularis.jpg,
75823311,245.0,1903,2148,561,560,0.12,58.05,2157,2214,1532,1521,Yes,Hesperapis,EMEC1751007,Hesperapis regularis,regularis,EMEC1751007 Hesperapis regularis.jpg,
75823314,250.0,1955,2205,566,565,0.16,82.02,2153,2235,1590,1588,Yes,Hesperapis,EMEC1751008,Hesperapis regularis,regularis,EMEC1751008 Hesperapis regularis.jpg,
75823318,248.01,1936,2184,577,575,0.24,118.07,2160,2276,1485,1463,Yes,Hesperapis,EMEC1751009,Hesperapis regularis,regularis,EMEC1751009 Hesperapis regularis.jpg,
75823321,252.01,1937,2189,564,566,0.16,82.0,2083,2165,1551,1551,Yes,Hesperapis,EMEC1751010,Hesperapis regularis,regularis,EMEC1751010 Hesperapis regularis.jpg,
75823325,250.0,1991,2241,560,559,0.24,119.15,2163,2282,1571,1577,Yes,Hesperapis,EMEC1751011,Hesperapis regularis,regularis,EMEC1751011 Hesperapis regularis.jpg,
75823329,251.01,1892,2143,572,570,0.24,122.81,2109,2230,1593,1572,Yes,Hesperapis,EMEC1751012,Hesperapis regularis,regularis,EMEC1751012 Hesperapis regularis.jpg,
75823333,268.29,2220,2479,909,839,0.29,155.47,2409,2552,1753,1692,Yes,Hesperapis,EMEC1751013,Hesperapis regularis,regularis,EMEC1751013 Hesperapis regularis.jpg,
75823339,146.0,1958,2104,570,569,0.21,61.07,2156,2217,1549,1546,Yes,Hesperapis,EMEC1751014,Hesperapis regularis,regularis,EMEC1751014 Hesperapis regularis.jpg,
75823342,144.01,2004,2148,557,555,0.34,98.13,2160,2258,1489,1484,Yes,Hesperapis,EMEC1751015,Hesperapis regularis,regularis,EMEC1751015 Hesperapis regularis.jpg,
75823347,255.0,1949,2204,551,551,0.21,108.67,2148,2255,1515,1496,Yes,Hesperapis,EMEC1751016,Hesperapis regularis,regularis,EMEC1751016 Hesperapis regularis.jpg,
75823350,222.34,2097,2309,724,791,0.31,137.48,2146,2281,1551,1525,Yes,Hesperapis,EMEC1751017,Hesperapis regularis,regularis,EMEC1751017 Hesperapis regularis.jpg,
75823354,248.0,1953,2201,562,562,0.24,117.21,2130,2247,1561,1554,Yes,Hesperapis,EMEC1751018,Hesperapis regularis,regularis,EMEC1751018 Hesperapis regularis.jpg,
75823357,252.0,1952,2204,564,563,0.24,123.0,2143,2266,1524,1523,Yes,Hesperapis,EMEC1751019,Hesperapis regularis,regularis,EMEC1751019 Hesperapis regularis.jpg,
75823361,247.01,1954,2201,577,575,0.24,119.68,2153,2271,1553,1533,Yes,Hesperapis,EMEC1751020,Hesperapis regularis,regularis,EMEC1751020 Hesperapis regularis.jpg,
75823365,149.0,1905,2054,521,520,0.46,136.49,2154,2249,1490,1588,Yes,Hesperapis,EMEC1751021,Hesperapis regularis,regularis,EMEC1751021 Hesperapis regularis.jpg,
75823369,249.0,1939,2188,565,565,0.23,116.04,2157,2273,1522,1525,Yes,Hesperapis,EMEC1751022,Hesperapis regularis,regularis,EMEC1751022 Hesperapis regularis.jpg,
75823376,245.02,1954,2199,560,557,0.25,122.0,2146,2266,1508,1486,Yes,Hesperapis,EMEC1751023,Hesperapis regularis,regularis,EMEC1751023 Hesperapis regularis.jpg,
75823380,243.01,1943,2186,572,570,0.26,126.67,2140,2266,1570,1557,Yes,Hesperapis,EMEC1751024,Hesperapis regularis,regularis,EMEC1751024 Hesperapis regularis.jpg,
75823384,250.0,1936,2186,567,567,0.25,125.06,2088,2213,1536,1532,Yes,Hesperapis,EMEC1751025,Hesperapis regularis,regularis,EMEC1751025 Hesperapis regularis.jpg,
75823387,249.0,1955,2204,570,569,0.23,115.21,2164,2279,1582,1575,Yes,Hesperapis,EMEC1751026,Hesperapis regularis,regularis,EMEC1751026 Hesperapis regularis.jpg,
75823391,145.0,2108,2253,540,540,0.36,105.55,2236,2284,1586,1492,Yes,Hesperapis,EMEC1751027,Hesperapis regularis,regularis,EMEC1751027 Hesperapis regularis.jpg,
75823395,229.0,1989,2218,770,770,0.27,124.68,2127,2251,1578,1565,Yes,Hesperapis,EMEC1751028,Hesperapis regularis,regularis,EMEC1751028 Hesperapis regularis.jpg,
75823399,218.91,1985,2185,747,836,0.31,133.96,2140,2241,1499,1587,Yes,Hesperapis,EMEC1751029,Hesperapis regularis,regularis,EMEC1751029 Hesperapis regularis.jpg,
75823403,249.0,1973,2222,571,572,0.24,121.0,2176,2297,1557,1558,Yes,Hesperapis,EMEC1751030,Hesperapis regularis,regularis,EMEC1751030 Hesperapis regularis.jpg,
75823406,253.02,1935,2188,572,569,0.29,145.17,2116,2261,1498,1491,Yes,Hesperapis,EMEC1751031,Hesperapis regularis,regularis,EMEC1751031 Hesperapis regularis.jpg,
75823409,155.0,1943,2098,559,558,0.25,78.03,2132,2210,1552,1550,Yes,Hesperapis,EMEC1751032,Hesperapis regularis,regularis,EMEC1751032 Hesperapis regularis.jpg,
75823413,250.0,1957,2207,552,553,0.23,114.27,2194,2307,1578,1561,Yes,Hesperapis,EMEC1751033,Hesperapis regularis,regularis,EMEC1751033 Hesperapis regularis.jpg,
75823416,150.0,2040,2190,567,566,0.06,18.11,2254,2272,1580,1578,Yes,Hesperapis,EMEC1751034,Hesperapis regularis,regularis,EMEC1751034 Hesperapis regularis.jpg,
75823420,222.8,1980,2182,733,827,0.3,132.54,2091,2223,1582,1570,Yes,Hesperapis,EMEC1751035,Hesperapis regularis,regularis,EMEC1751035 Hesperapis regularis.jpg,
75823423,248.0,1943,2191,571,570,0.26,128.32,2102,2230,1572,1563,Yes,Hesperapis,EMEC1751036,Hesperapis regularis,regularis,EMEC1751036 Hesperapis regularis.jpg,
75823427,248.01,1958,2206,574,572,0.24,120.93,2070,2190,1535,1520,Yes,Hesperapis,EMEC1751037,Hesperapis regularis,regularis,EMEC1751037 Hesperapis regularis.jpg,
75823431,244.0,2086,2330,584,583,0.23,113.16,2105,2218,1543,1537,Yes,Hesperapis,EMEC1751038,Hesperapis regularis,regularis,EMEC1751038 Hesperapis regularis.jpg,
75823434,245.01,1890,2135,574,572,0.27,130.86,2094,2224,1488,1473,Yes,Hesperapis,EMEC1751039,Hesperapis regularis,regularis,EMEC1751039 Hesperapis regularis.jpg,
75823444,248.02,1935,2183,585,582,0.25,121.93,2060,2181,1509,1494,Yes,Hesperapis,EMEC1751040,Hesperapis regularis,regularis,EMEC1751040 Hesperapis regularis.jpg,
75823448,252.0,1955,2207,555,555,0.25,125.14,2184,2309,1553,1547,Yes,Hesperapis,EMEC1751041,Hesperapis regularis,regularis,EMEC1751041 Hesperapis regularis.jpg,
75823454,149.08,2009,2158,560,565,0.34,101.4,2139,2240,1567,1576,Yes,Hesperapis,EMEC1751042,Hesperapis regularis,regularis,EMEC1751042 Hesperapis regularis.jpg,
75823458,210.61,1982,2182,754,820,0.27,113.23,2137,2226,1525,1595,Yes,Hesperapis,EMEC1751043,Hesperapis regularis,regularis,EMEC1751043 Hesperapis regularis.jpg,
75823462,249.01,1955,2204,560,558,0.24,119.07,2101,2220,1554,1558,Yes,Hesperapis,EMEC1751044,Hesperapis regularis,regularis,EMEC1751044 Hesperapis regularis.jpg,
75823466,51.01,2053,2104,579,578,1.13,115.28,2086,2201,1461,1469,Yes,Hesperapis,EMEC1751045,Hesperapis regularis,regularis,EMEC1751045 Hesperapis regularis.jpg,
75823469,249.0,1952,2201,567,568,0.23,112.18,2189,2299,1543,1565,Yes,Hesperapis,EMEC1751046,Hesperapis regularis,regularis,EMEC1751046 Hesperapis regularis.jpg,
75823473,147.0,1956,2103,561,561,0.39,115.02,2093,2208,1497,1499,Yes,Hesperapis,EMEC1751047,Hesperapis regularis,regularis,EMEC1751047 Hesperapis regularis.jpg,
75823477,244.0,1956,2200,569,570,0.23,110.16,2152,2262,1552,1546,Yes,Hesperapis,EMEC1751048,Hesperapis regularis,regularis,EMEC1751048 Hesperapis regularis.jpg,
75823481,246.01,1955,2201,560,562,0.2,97.13,2144,2241,1558,1553,Yes,Hesperapis,EMEC1751049,Hesperapis regularis,regularis,EMEC1751049 Hesperapis regularis.jpg,
75823486,221.35,1983,2189,730,811,0.37,163.6,2102,2265,1568,1554,Yes,Hesperapis,EMEC1751050,Hesperapis regularis,regularis,EMEC1751050 Hesperapis regularis.jpg,
75823489,248.01,1936,2184,580,578,0.2,99.01,2138,2237,1528,1527,Yes,Hesperapis,EMEC1751051,Hesperapis regularis,regularis,EMEC1751051 Hesperapis regularis.jpg,
75823493,247.0,2046,2293,732,732,0.2,101.0,2224,2325,1573,1574,Yes,Hesperapis,EMEC1751052,Hesperapis regularis,regularis,EMEC1751052 Hesperapis regularis.jpg,
75823497,245.02,1941,2186,586,583,0.24,115.73,2135,2250,1513,1526,Yes,Hesperapis,EMEC1751053,Hesperapis regularis,regularis,EMEC1751053 Hesperapis regularis.jpg,
75823501,246.01,1937,2183,565,563,0.2,98.51,2176,2274,1578,1588,Yes,Hesperapis,EMEC1751054,Hesperapis regularis,regularis,EMEC1751054 Hesperapis regularis.jpg,
75823505,216.16,1989,2189,740,822,0.25,108.07,2135,2243,1555,1559,Yes,Hesperapis,EMEC1751055,Hesperapis regularis,regularis,EMEC1751055 Hesperapis regularis.jpg,
75823508,250.0,2008,2258,549,548,0.23,114.11,2158,2272,1506,1511,Yes,Hesperapis,EMEC1751056,Hesperapis regularis,regularis,EMEC1751056 Hesperapis regularis.jpg,
75823511,269.55,2183,2436,922,829,0.36,191.95,2423,2581,1749,1640,Yes,Hesperapis,EMEC1751057,Hesperapis regularis,regularis,EMEC1751057 Hesperapis regularis.jpg,
75823515,248.0,1932,2180,578,578,0.22,111.0,2112,2223,1555,1556,Yes,Hesperapis,EMEC1751058,Hesperapis regularis,regularis,EMEC1751058 Hesperapis regularis.jpg,
75823519,249.0,2144,2393,567,567,0.24,118.11,2149,2267,1578,1583,Yes,Hesperapis,EMEC1751059,Hesperapis regularis,regularis,EMEC1751059 Hesperapis regularis.jpg,
75823522,222.0,1965,2187,543,542,0.27,122.0,2131,2253,1371,1370,Yes,Hesperapis,EMEC1751060,Hesperapis regularis,regularis,EMEC1751060 Hesperapis regularis.jpg,
75823526,296.0,1986,2282,847,846,0.25,145.84,2206,2304,1549,1657,Yes,Hesperapis,EMEC1751061,Hesperapis regularis,regularis,EMEC1751061 Hesperapis regularis.jpg,
75823529,149.01,1989,2138,595,593,0.19,57.22,2179,2236,1595,1600,Yes,Hesperapis,EMEC1751062,Hesperapis regularis,regularis,EMEC1751062 Hesperapis regularis.jpg,
75823533,145.0,1938,2083,572,573,0.38,111.16,2126,2237,1615,1621,Yes,Hesperapis,EMEC1751063,Hesperapis regularis,regularis,EMEC1751063 Hesperapis regularis.jpg,
75823537,245.01,1958,2203,569,567,0.19,92.27,2175,2267,1524,1531,Yes,Hesperapis,EMEC1751064,Hesperapis regularis,regularis,EMEC1751064 Hesperapis regularis.jpg,
75823545,249.0,1954,2203,563,562,0.21,106.02,2214,2320,1574,1572,Yes,Hesperapis,EMEC1751065,Hesperapis regularis,regularis,EMEC1751065 Hesperapis regularis.jpg,
75823549,245.01,1941,2186,592,590,0.13,62.29,2727,2789,2014,2008,Yes,Hesperapis,EMEC1751066,Hesperapis regularis,regularis,EMEC1751066 Hesperapis regularis.jpg,
75823552,251.0,1957,2208,551,551,0.2,98.05,2175,2273,1620,1617,Yes,Hesperapis,EMEC1751067,Hesperapis regularis,regularis,EMEC1751067 Hesperapis regularis.jpg,
75823555,247.01,1937,2184,581,579,0.03,16.12,2191,2175,1659,1657,No,Hesperapis,EMEC1751068,Hesperapis regularis,regularis,EMEC1751068 Hesperapis regularis.jpg,
75823557,247.0,1926,2173,592,592,0.14,68.03,2139,2207,1902,1900,Yes,Hesperapis,EMEC1751069,Hesperapis ilicifoliae,ilicifoliae,EMEC1751069 Hesperapis ilicifoliae.jpg,
75823563,150.01,1953,2103,795,797,0.22,67.27,2180,2247,1900,1894,Yes,Hesperapis,EMEC1751070,Hesperapis ilicifoliae,ilicifoliae,EMEC1751070 Hesperapis ilicifoliae.jpg,
75823566,249.0,1935,2184,596,596,0.12,60.07,2130,2190,1821,1818,Yes,Hesperapis,EMEC1751071,Hesperapis ilicifoliae,ilicifoliae,EMEC1751071 Hesperapis ilicifoliae.jpg,
75823569,246.0,1932,2178,574,575,0.17,83.38,2089,2172,1920,1928,Yes,Hesperapis,EMEC1751072,Hesperapis ilicifoliae,ilicifoliae,EMEC1751072 Hesperapis ilicifoliae.jpg,
75823572,245.0,1935,2180,586,585,0.08,38.01,2169,2207,1863,1862,Yes,Hesperapis,EMEC1751073,Hesperapis ilicifoliae,ilicifoliae,EMEC1751073 Hesperapis ilicifoliae.jpg,
75823578,248.01,2117,2365,575,577,0.15,72.11,1897,1969,1876,1872,Yes,Hesperapis,EMEC1751074,Hesperapis ilicifoliae,ilicifoliae,EMEC1751074 Hesperapis ilicifoliae.jpg,
75823583,246.0,1949,2195,574,574,0.12,57.0,2132,2189,1876,1876,Yes,Hesperapis,EMEC1751075,Hesperapis ilicifoliae,ilicifoliae,EMEC1751075 Hesperapis ilicifoliae.jpg,
75823586,256.0,1932,2188,588,589,0.13,66.19,1692,1751,1379,1349,Yes,Hesperapis,EMEC1751076,Hesperapis ilicifoliae,ilicifoliae,EMEC1751076 Hesperapis ilicifoliae.jpg,
75823590,220.04,2006,2226,770,766,0.23,100.18,2155,2255,1529,1523,Yes,Hesperapis,EMEC1751077,Hesperapis regularis,regularis,EMEC1751077 Hesperapis regularis.jpg,
75823593,248.02,2010,2258,582,579,0.18,91.0,2215,2306,1518,1518,Yes,Hesperapis,EMEC1751078,Hesperapis regularis,regularis,EMEC1751078 Hesperapis regularis.jpg,
75823598,250.05,1970,2220,570,565,0.19,97.01,2183,2280,1537,1536,Yes,Hesperapis,EMEC1751079,Hesperapis regularis,regularis,EMEC1751079 Hesperapis regularis.jpg,
75823604,256.05,1957,2213,578,573,0.18,94.64,2136,2230,1529,1518,Yes,Hesperapis,EMEC1751080,Hesperapis regularis,regularis,EMEC1751080 Hesperapis regularis.jpg,
75823608,261.07,1963,2224,587,581,0.07,34.53,2156,2190,1514,1508,Yes,Hesperapis,EMEC1751081,Hesperapis regularis,regularis,EMEC1751081 Hesperapis regularis.jpg,
75823612,267.03,1981,2248,842,838,0.24,126.25,2198,2265,1525,1632,Yes,Hesperapis,EMEC1751082,Hesperapis regularis,regularis,EMEC1751082 Hesperapis regularis.jpg,
75823616,244.07,1966,2210,587,581,0.19,92.44,2159,2251,1545,1536,Yes,Hesperapis,EMEC1751083,Hesperapis regularis,regularis,EMEC1751083 Hesperapis regularis.jpg,
75823622,248.1,1957,2205,580,573,0.23,114.0,2170,2284,1555,1555,Yes,Hesperapis,EMEC1751084,Hesperapis regularis,regularis,EMEC1751084 Hesperapis regularis.jpg,
75823626,298.12,2149,2442,952,897,0.32,191.97,2197,2380,1623,1565,Yes,Hesperapis,EMEC1751085,Hesperapis regularis,regularis,EMEC1751085 Hesperapis regularis.jpg,
75823630,212.23,1968,2168,734,805,0.33,141.9,2151,2292,1577,1561,Yes,Hesperapis,EMEC1751086,Hesperapis regularis,regularis,EMEC1751086 Hesperapis regularis.jpg,
75823634,247.03,1999,2246,579,575,0.14,68.07,2174,2241,1611,1599,No,Hesperapis,EMEC1751087,Hesperapis regularis,regularis,EMEC1751087 Hesperapis regularis.jpg,
75823636,254.02,2032,2286,564,561,0.23,116.0,2299,2415,1540,1539,Yes,Hesperapis,EMEC1751088,Hesperapis regularis,regularis,EMEC1751088 Hesperapis regularis.jpg,
75823640,286.06,1964,2250,848,842,0.21,118.23,2085,2158,1526,1619,Yes,Hesperapis,EMEC1751089,Hesperapis regularis,regularis,EMEC1751089 Hesperapis regularis.jpg,
75823645,243.13,2166,2409,581,573,0.21,104.0,2179,2283,1518,1518,Yes,Hesperapis,EMEC1751090,Hesperapis regularis,regularis,EMEC1751090 Hesperapis regularis.jpg,
75823648,246.07,1965,2211,587,581,0.19,93.01,2162,2255,1545,1546,Yes,Hesperapis,EMEC1751091,Hesperapis regularis,regularis,EMEC1751091 Hesperapis regularis.jpg,
75823652,245.03,2054,2299,566,562,0.2,96.01,2268,2364,1533,1532,Yes,Hesperapis,EMEC1751092,Hesperapis regularis,regularis,EMEC1751092 Hesperapis regularis.jpg,
75823656,250.13,1965,2215,566,558,0.24,121.04,2181,2302,1618,1615,Yes,Hesperapis,EMEC1751093,Hesperapis regularis,regularis,EMEC1751093 Hesperapis regularis.jpg,
75823660,247.05,2069,2316,576,571,0.19,96.13,2228,2324,1549,1544,Yes,Hesperapis,EMEC1751094,Hesperapis regularis,regularis,EMEC1751094 Hesperapis regularis.jpg,
75823663,248.07,1964,2212,564,558,0.12,57.08,2181,2238,1561,1564,Yes,Hesperapis,EMEC1751095,Hesperapis regularis,regularis,EMEC1751095 Hesperapis regularis.jpg,
75823667,249.01,2067,2316,591,589,0.21,103.17,2222,2325,1603,1609,Yes,Hesperapis,EMEC1751096,Hesperapis regularis,regularis,EMEC1751096 Hesperapis regularis.jpg,
75823671,250.03,1986,2236,570,566,0.22,110.0,2206,2316,1599,1600,Yes,Hesperapis,EMEC1751097,Hesperapis regularis,regularis,EMEC1751097 Hesperapis regularis.jpg,
75823674,150.05,2016,2166,560,556,0.17,50.61,2211,2251,1587,1618,Yes,Hesperapis,EMEC1751098,Hesperapis regularis,regularis,EMEC1751098 Hesperapis regularis.jpg,
75823677,253.05,1964,2217,563,558,0.17,88.36,2151,2239,1577,1569,Yes,Hesperapis,EMEC1751099,Hesperapis regularis,regularis,EMEC1751099 Hesperapis regularis.jpg,
75823684,247.05,1967,2214,569,564,0.21,106.12,2170,2276,1501,1506,Yes,Hesperapis,EMEC1751100,Hesperapis regularis,regularis,EMEC1751100 Hesperapis regularis.jpg,
75823688,249.02,1964,2213,581,578,0.21,107.02,2154,2261,1556,1558,Yes,Hesperapis,EMEC1751101,Hesperapis regularis,regularis,EMEC1751101 Hesperapis regularis.jpg,
75823690,150.05,1967,2117,578,574,0.39,118.0,2158,2276,1546,1545,Yes,Hesperapis,EMEC1751102,Hesperapis regularis,regularis,EMEC1751102 Hesperapis regularis.jpg,
75823694,248.05,1987,2235,581,576,0.2,100.08,2196,2296,1542,1538,Yes,Hesperapis,EMEC1751103,Hesperapis regularis,regularis,EMEC1751103 Hesperapis regularis.jpg,
75823701,252.02,2061,2313,572,569,0.18,93.13,2240,2333,1511,1516,Yes,Hesperapis,EMEC1751104,Hesperapis regularis,regularis,EMEC1751104 Hesperapis regularis.jpg,
75823705,214.11,1942,2141,739,818,0.18,77.65,2204,2281,1563,1553,Yes,Hesperapis,EMEC1751105,Hesperapis regularis,regularis,EMEC1751105 Hesperapis regularis.jpg,
75823708,249.07,2090,2339,753,747,0.24,117.07,2244,2361,1580,1584,Yes,Hesperapis,EMEC1751106,Hesperapis regularis,regularis,EMEC1751106 Hesperapis regularis.jpg,
75823710,299.02,1867,2166,540,537,0.32,192.51,2019,2211,1369,1355,Yes,Hesperapis,EMEC1751107,Hesperapis regularis,regularis,EMEC1751107 Hesperapis regularis.jpg,
75823719,245.02,1979,2224,586,583,0.22,105.68,2195,2300,1560,1572,Yes,Hesperapis,EMEC1751108,Hesperapis regularis,regularis,EMEC1751108 Hesperapis regularis.jpg,
75823722,148.01,1996,2144,569,567,0.32,94.02,2197,2291,1484,1482,Yes,Hesperapis,EMEC1751109,Hesperapis regularis,regularis,EMEC1751109 Hesperapis regularis.jpg,
75823726,147.05,2013,2160,587,583,0.39,114.11,2194,2308,1568,1573,Yes,Hesperapis,EMEC1751110,Hesperapis regularis,regularis,EMEC1751110 Hesperapis regularis.jpg,
75823729,248.0,2068,2316,602,601,0.19,93.38,2227,2319,1617,1633,Yes,Hesperapis,EMEC1751111,Hesperapis regularis,regularis,EMEC1751111 Hesperapis regularis.jpg,
75823733,244.05,1970,2214,590,585,0.23,113.64,2088,2201,1570,1582,Yes,Hesperapis,EMEC1751112,Hesperapis regularis,regularis,EMEC1751112 Hesperapis regularis.jpg,
75823736,247.07,1963,2210,589,583,0.23,111.31,2167,2277,1593,1576,Yes,Hesperapis,EMEC1751113,Hesperapis regularis,regularis,EMEC1751113 Hesperapis regularis.jpg,
75823744,243.05,1963,2206,577,572,0.29,140.29,2174,2314,1624,1615,Yes,Hesperapis,EMEC1751114,Hesperapis regularis,regularis,EMEC1751114 Hesperapis regularis.jpg,
75823747,245.05,1965,2210,582,577,0.23,111.11,2173,2284,1575,1580,Yes,Hesperapis,EMEC1751115,Hesperapis regularis,regularis,EMEC1751115 Hesperapis regularis.jpg,
75823751,247.05,1947,2194,597,592,0.22,108.78,2163,2271,1594,1581,Yes,Hesperapis,EMEC1751116,Hesperapis regularis,regularis,EMEC1751116 Hesperapis regularis.jpg,
75823755,248.07,1964,2212,580,574,0.04,19.42,2174,2193,1550,1546,Yes,Hesperapis,EMEC1751117,Hesperapis regularis,regularis,EMEC1751117 Hesperapis regularis.jpg,
75823759,149.0,2022,2171,571,570,0.19,57.58,2255,2309,1574,1594,Yes,Hesperapis,EMEC1751118,Hesperapis regularis,regularis,EMEC1751118 Hesperapis regularis.jpg,
75823764,246.03,1989,2235,587,583,0.14,70.18,2243,2313,1544,1549,Yes,Hesperapis,EMEC1751119,Hesperapis regularis,regularis,EMEC1751119 Hesperapis regularis.jpg,
75823769,252.07,1992,2244,588,582,0.12,58.08,2196,2254,1481,1478,Yes,Hesperapis,EMEC1751120,Hesperapis regularis,regularis,EMEC1751120 Hesperapis regularis.jpg,
75823774,242.0,2051,2293,588,587,0.25,120.93,2251,2371,1554,1539,Yes,Hesperapis,EMEC1751121,Hesperapis regularis,regularis,EMEC1751121 Hesperapis regularis.jpg,
75823780,250.07,1965,2215,589,583,0.24,120.0,2165,2285,1529,1529,Yes,Hesperapis,EMEC1751122,Hesperapis regularis,regularis,EMEC1751122 Hesperapis regularis.jpg,
75823783,252.13,1963,2215,587,579,0.21,105.0,2207,2312,1597,1597,Yes,Hesperapis,EMEC1751123,Hesperapis regularis,regularis,EMEC1751123 Hesperapis regularis.jpg,
75823787,241.03,2004,2245,572,568,0.22,107.87,2262,2368,1579,1559,Yes,Hesperapis,EMEC1751124,Hesperapis regularis,regularis,EMEC1751124 Hesperapis regularis.jpg,
75823791,248.02,2017,2265,591,588,0.11,53.01,2264,2317,1532,1533,Yes,Hesperapis,EMEC1751125,Hesperapis regularis,regularis,EMEC1751125 Hesperapis regularis.jpg,
75823795,148.01,2191,2339,582,584,0.2,60.07,2206,2266,1525,1528,Yes,Hesperapis,EMEC1751126,Hesperapis regularis,regularis,EMEC1751126 Hesperapis regularis.jpg,
75823798,219.86,2178,2382,749,831,0.29,126.89,2142,2268,1541,1526,Yes,Hesperapis,EMEC1751127,Hesperapis regularis,regularis,EMEC1751127 Hesperapis regularis.jpg,
75823803,248.03,1982,2230,570,566,0.1,50.09,2212,2262,1514,1511,Yes,Hesperapis,EMEC1751128,Hesperapis regularis,regularis,EMEC1751128 Hesperapis regularis.jpg,
75823809,128.06,2055,2183,772,768,0.41,104.0,2206,2282,1531,1602,Yes,Hesperapis,EMEC1751129,Hesperapis regularis,regularis,EMEC1751129 Hesperapis regularis.jpg,
75823813,218.06,2026,2244,780,775,0.21,93.09,2268,2361,1559,1555,Yes,Hesperapis,EMEC1751130,Hesperapis regularis,regularis,EMEC1751130 Hesperapis regularis.jpg,
75823817,250.24,1963,2213,575,564,0.2,99.0,2193,2292,1537,1537,Yes,Hesperapis,EMEC1751131,Hesperapis regularis,regularis,EMEC1751131 Hesperapis regularis.jpg,
75823820,250.05,1964,2214,592,587,0.21,103.31,2169,2272,1575,1567,Yes,Hesperapis,EMEC1751132,Hesperapis regularis,regularis,EMEC1751132 Hesperapis regularis.jpg,
75823824,232.0,2051,2283,772,772,0.25,116.07,2213,2329,1573,1577,Yes,Hesperapis,EMEC1751133,Hesperapis regularis,regularis,EMEC1751133 Hesperapis regularis.jpg,
75823828,206.52,2021,2216,753,821,0.25,104.89,2231,2310,1562,1493,Yes,Hesperapis,EMEC1751134,Hesperapis regularis,regularis,EMEC1751134 Hesperapis regularis.jpg,
75823834,248.05,1993,2241,507,502,0.19,95.05,2189,2284,1530,1527,Yes,Hesperapis,EMEC1751135,Hesperapis regularis,regularis,EMEC1751135 Hesperapis regularis.jpg,
75823840,269.07,1956,2225,601,595,0.15,82.0,2180,2262,1498,1498,Yes,Hesperapis,EMEC1751136,Hesperapis regularis,regularis,EMEC1751136 Hesperapis regularis.jpg,
